order_id,order_date,shipping_date,scheduled_shipping_days,actual_shipping_days,shipping_mode,carrier_name,customer_id,customer_segment,market,order_region,order_country,category_name,product_name,order_item_quantity,sales,discount,profit,late_delivery
11151,2024-04-02,2024-04-06,6,4,Standard Class,Atlas Freight Co.,3267,Consumer,USCA,Canada,Canada,Furniture,Modular Conference Table,1,474.96,0.16,35.29,0
11152,2024-09-12,2024-09-17,6,5,Standard Class,SwiftShip Express,2644,Consumer,Pacific Asia,Eastern Asia,Japan,Automotive Parts,Ceramic Brake Pad Set,3,503.47,0.17,41.6,0
11153,2025-08-20,2025-08-24,4,4,Second Class,Pacific Crest Carriers,1843,Consumer,Pacific Asia,Oceania,New Zealand,Toys & Games,Building Blocks Mega Set,2,102.68,0.12,2.14,0
11154,2024-11-11,2024-11-14,1,3,Same Day,SwiftShip Express,1017,Consumer,Pacific Asia,South Asia,Pakistan,Sporting Goods,Pro Composite Basketball,5,775.32,0.13,16.52,1
11155,2025-05-17,2025-05-27,6,10,Standard Class,Atlas Freight Co.,2527,Consumer,Europe,Southern Europe,Portugal,Apparel,Thermal Work Gloves,3,283.74,0.08,55.58,1
11156,2025-06-30,2025-07-03,2,3,First Class,SwiftShip Express,1218,Home Office,Europe,Southern Europe,Portugal,Garden & Outdoor,Solar Path Lights 8-Pack,1,121.34,0.16,-16.6,1
11157,2024-01-23,2024-02-01,6,9,Standard Class,Atlas Freight Co.,2522,Home Office,LATAM,South America,Colombia,Furniture,Walnut Bookshelf,4,2118.31,0.12,619.32,1
11158,2025-11-10,2025-11-14,6,4,Standard Class,Atlas Freight Co.,2932,Corporate,USCA,West of USA,United States,Footwear,Waterproof Hiking Boots,5,551.0,0.09,54.25,0
11159,2024-09-01,2024-09-05,6,4,Standard Class,Pacific Crest Carriers,1668,Consumer,Pacific Asia,Oceania,New Zealand,Office Supplies,Heavy-Duty Stapler,2,79.9,0.06,25.37,0
11160,2025-08-02,2025-08-08,6,6,Standard Class,Atlas Freight Co.,1596,Corporate,USCA,US Center,United States,Footwear,Waterproof Hiking Boots,3,285.67,0.16,5.21,0
11161,2024-12-06,2024-12-10,6,4,Standard Class,Atlas Freight Co.,1554,Consumer,Europe,Western Europe,United Kingdom,Apparel,Trail Running Shorts,2,129.14,0.11,35.45,0
11162,2025-02-25,2025-03-07,6,10,Standard Class,Atlas Freight Co.,1562,Home Office,Africa,West Africa,Ghana,Apparel,Trail Running Shorts,4,294.62,0.05,61.05,1
11163,2024-09-20,2024-09-26,6,6,Standard Class,NordHaul Logistics,1284,Corporate,Europe,Eastern Europe,Poland,Garden & Outdoor,Patio Heater,3,276.81,0.19,-46.03,0
11164,2025-09-14,2025-09-16,2,2,First Class,NordHaul Logistics,1624,Home Office,Europe,Southern Europe,Greece,Sporting Goods,Carbon Trekking Poles,3,521.73,0.14,46.95,0
11165,2024-03-26,2024-03-31,6,5,Standard Class,Atlas Freight Co.,2648,Home Office,Africa,West Africa,Nigeria,Health & Beauty,Electric Toothbrush,1,47.44,0.16,24.91,0
11166,2025-10-16,2025-10-21,6,5,Standard Class,Pacific Crest Carriers,1756,Consumer,Pacific Asia,South Asia,India,Office Supplies,Laser Printer Paper 10-Ream,2,83.52,0.14,21.33,0
11167,2024-05-31,2024-06-05,6,5,Standard Class,Atlas Freight Co.,2952,Corporate,Africa,North Africa,Morocco,Electronics,4K Action Camera,1,289.0,0.16,-16.41,0
11168,2025-10-06,2025-10-07,2,1,First Class,NordHaul Logistics,3048,Consumer,Pacific Asia,Southeast Asia,Indonesia,Garden & Outdoor,Cordless Hedge Trimmer,2,196.09,0.02,8.73,0
11169,2024-01-18,2024-01-21,4,3,Second Class,NordHaul Logistics,2902,Home Office,Europe,Western Europe,Spain,Footwear,Waterproof Hiking Boots,1,132.09,0.07,33.34,0
11170,2024-01-11,2024-01-18,6,7,Standard Class,Atlas Freight Co.,2348,Consumer,Europe,Western Europe,Netherlands,Health & Beauty,Vitamin C Serum,3,121.13,0.19,21.09,1
11171,2024-03-08,2024-03-08,1,0,Same Day,SwiftShip Express,1790,Consumer,USCA,West of USA,United States,Sporting Goods,Pro Composite Basketball,2,413.86,0.2,-50.69,0
11172,2025-02-03,2025-02-08,6,5,Standard Class,SwiftShip Express,3324,Consumer,Pacific Asia,South Asia,Pakistan,Garden & Outdoor,Patio Heater,3,325.92,0.01,-52.67,0
11173,2024-07-13,2024-07-19,6,6,Standard Class,Pacific Crest Carriers,1513,Consumer,Pacific Asia,Southeast Asia,Malaysia,Electronics,Wireless Earbuds Pro,4,1175.99,0.18,274.84,0
11174,2025-03-12,2025-03-13,2,1,First Class,SwiftShip Express,2161,Corporate,LATAM,South America,Peru,Automotive Parts,OBD-II Diagnostic Scanner,3,497.06,0.06,37.21,0
11175,2025-08-21,2025-08-21,2,0,First Class,SwiftShip Express,2134,Home Office,Europe,Southern Europe,Greece,Toys & Games,Strategy Board Game,5,248.67,0.21,72.37,0
11176,2024-01-20,2024-01-24,6,4,Standard Class,SwiftShip Express,2863,Corporate,USCA,West of USA,United States,Sporting Goods,Insulated Hydration Pack,1,210.74,0.1,36.84,0
11177,2025-01-19,2025-01-21,1,2,Same Day,SwiftShip Express,2367,Consumer,Africa,North Africa,Algeria,Sporting Goods,Pro Composite Basketball,1,227.8,0.07,-2.5,1
11178,2025-06-23,2025-06-29,6,6,Standard Class,Atlas Freight Co.,2998,Home Office,Europe,Western Europe,Spain,Furniture,Walnut Bookshelf,4,1623.79,0.07,184.49,0
11179,2024-11-05,2024-11-10,6,5,Standard Class,Atlas Freight Co.,3297,Consumer,LATAM,Caribbean,Dominican Republic,Automotive Parts,Ceramic Brake Pad Set,5,634.83,0.17,32.83,0
11180,2025-11-06,2025-11-11,6,5,Standard Class,Atlas Freight Co.,1976,Consumer,LATAM,South America,Argentina,Electronics,4K Action Camera,3,1242.87,0.17,206.56,0
11181,2025-04-28,2025-05-01,4,3,Second Class,SwiftShip Express,3187,Corporate,LATAM,Caribbean,Cuba,Toys & Games,Building Blocks Mega Set,2,141.59,0.15,-3.37,0
11182,2024-01-26,2024-01-29,1,3,Same Day,SwiftShip Express,1424,Corporate,USCA,East of USA,United States,Furniture,Standing Desk Pro,5,2405.43,0.24,-295.84,1
11183,2025-01-30,2025-02-04,6,5,Standard Class,NordHaul Logistics,3290,Home Office,Europe,Western Europe,United Kingdom,Automotive Parts,LED Headlight Kit,2,256.94,0.08,24.25,0
11184,2024-10-07,2024-10-09,2,2,First Class,SwiftShip Express,1444,Consumer,Europe,Southern Europe,Greece,Office Supplies,Whiteboard Marker Set,3,153.53,0.15,-2.65,0
11185,2024-04-06,2024-04-08,4,2,Second Class,Pacific Crest Carriers,3125,Consumer,USCA,East of USA,United States,Apparel,Merino Base Layer,5,407.63,0.11,110.54,0
11186,2025-11-24,2025-11-30,6,6,Standard Class,Atlas Freight Co.,1975,Corporate,USCA,Canada,Canada,Electronics,Noise-Cancelling Headphones,1,328.0,0.14,26.81,0
11187,2024-06-11,2024-06-13,4,2,Second Class,NordHaul Logistics,3411,Home Office,Europe,Eastern Europe,Poland,Office Supplies,Gel Pen 24-Pack,5,265.26,0.04,42.92,0
11188,2024-03-01,2024-03-02,2,1,First Class,Atlas Freight Co.,1322,Consumer,Africa,North Africa,Morocco,Automotive Parts,OBD-II Diagnostic Scanner,5,670.27,0.23,40.0,0
11189,2024-06-11,2024-06-21,6,10,Standard Class,Atlas Freight Co.,2163,Consumer,Europe,Southern Europe,Italy,Footwear,Trail Running Shoes,3,396.05,0.22,57.67,1
11190,2025-08-23,2025-08-25,1,2,Same Day,SwiftShip Express,3254,Home Office,Europe,Northern Europe,Sweden,Sporting Goods,Carbon Trekking Poles,5,1028.12,0.24,223.2,1
11191,2025-03-13,2025-03-15,2,2,First Class,SwiftShip Express,1118,Consumer,USCA,Canada,Canada,Toys & Games,RC Off-Road Buggy,1,49.63,0.18,7.85,0
11192,2025-08-21,2025-08-26,4,5,Second Class,SwiftShip Express,1662,Consumer,LATAM,Caribbean,Dominican Republic,Automotive Parts,All-Weather Floor Mats,4,583.66,0.18,-82.76,1
11193,2024-12-02,2024-12-12,6,10,Standard Class,Atlas Freight Co.,1208,Consumer,Africa,Southern Africa,South Africa,Apparel,Trail Running Shorts,5,406.15,0.01,19.83,1
11194,2024-03-26,2024-03-31,6,5,Standard Class,Pacific Crest Carriers,1803,Corporate,Pacific Asia,Southeast Asia,Malaysia,Sporting Goods,Insulated Hydration Pack,2,383.49,0.11,171.33,0
11195,2024-10-09,2024-10-17,6,8,Standard Class,Atlas Freight Co.,1975,Corporate,Africa,Southern Africa,South Africa,Toys & Games,RC Off-Road Buggy,2,116.69,0.01,20.95,1
11196,2024-05-25,2024-05-31,6,6,Standard Class,Atlas Freight Co.,2547,Corporate,LATAM,Caribbean,Cuba,Footwear,Trail Running Shoes,3,397.95,0.23,19.22,0
11197,2025-02-10,2025-02-13,1,3,Same Day,NordHaul Logistics,1644,Corporate,Europe,Eastern Europe,Czechia,Office Supplies,Laser Printer Paper 10-Ream,3,147.61,0.15,5.65,1
11198,2024-07-15,2024-07-20,6,5,Standard Class,Atlas Freight Co.,1396,Home Office,USCA,Canada,Canada,Footwear,Trail Running Shoes,5,523.04,0.02,180.17,0
11199,2025-12-09,2025-12-15,2,6,First Class,SwiftShip Express,1424,Corporate,USCA,Canada,Canada,Sporting Goods,Insulated Hydration Pack,2,400.95,0.15,82.0,1
11200,2024-10-02,2024-10-08,6,6,Standard Class,Atlas Freight Co.,3346,Home Office,USCA,West of USA,United States,Sporting Goods,Insulated Hydration Pack,1,176.63,0.16,-14.52,0
11201,2024-08-17,2024-08-22,6,5,Standard Class,Atlas Freight Co.,3383,Consumer,Europe,Eastern Europe,Czechia,Garden & Outdoor,Cordless Hedge Trimmer,5,445.5,0.25,195.93,0
11202,2025-12-19,2025-12-23,4,4,Second Class,SwiftShip Express,1553,Home Office,Pacific Asia,Oceania,Australia,Sporting Goods,Pro Composite Basketball,1,233.57,0.16,38.58,0
11203,2025-01-14,2025-01-23,6,9,Standard Class,Atlas Freight Co.,1488,Corporate,Europe,Southern Europe,Italy,Footwear,Waterproof Hiking Boots,1,124.83,0.2,20.15,1
11204,2024-05-04,2024-05-08,6,4,Standard Class,Pacific Crest Carriers,1135,Consumer,Europe,Western Europe,United Kingdom,Garden & Outdoor,Expandable Garden Hose,5,474.48,0.19,169.28,0
11205,2024-12-16,2024-12-17,2,1,First Class,Pacific Crest Carriers,3398,Consumer,Pacific Asia,Southeast Asia,Malaysia,Automotive Parts,OBD-II Diagnostic Scanner,4,544.36,0.18,79.5,0
11206,2024-07-04,2024-07-08,6,4,Standard Class,Pacific Crest Carriers,2765,Consumer,Pacific Asia,South Asia,Pakistan,Automotive Parts,All-Weather Floor Mats,1,145.1,0.03,27.3,0
11207,2025-06-07,2025-06-11,6,4,Standard Class,NordHaul Logistics,2902,Home Office,Pacific Asia,Eastern Asia,China,Toys & Games,Strategy Board Game,1,65.89,0.08,-8.12,0
11208,2025-02-22,2025-02-24,4,2,Second Class,SwiftShip Express,1726,Consumer,Europe,Western Europe,United Kingdom,Health & Beauty,Aromatherapy Diffuser,4,181.4,0.19,19.18,0
11209,2025-06-17,2025-06-17,1,0,Same Day,Atlas Freight Co.,2602,Corporate,USCA,East of USA,United States,Apparel,Performance Rain Jacket,4,331.01,0.22,-27.15,0
11210,2025-11-17,2025-11-26,6,9,Standard Class,Atlas Freight Co.,1149,Consumer,Africa,Southern Africa,Botswana,Apparel,Thermal Work Gloves,5,457.25,0.04,16.92,1
11211,2025-06-16,2025-06-20,4,4,Second Class,Atlas Freight Co.,2690,Corporate,Europe,Northern Europe,Denmark,Electronics,Wireless Earbuds Pro,3,1044.23,0.0,167.02,0
11212,2024-09-05,2024-09-09,4,4,Second Class,SwiftShip Express,2449,Consumer,USCA,East of USA,United States,Health & Beauty,Electric Toothbrush,2,91.85,0.21,-21.92,0
11213,2024-05-27,2024-06-02,6,6,Standard Class,Atlas Freight Co.,1828,Home Office,USCA,Canada,Canada,Automotive Parts,Ceramic Brake Pad Set,1,169.5,0.06,29.14,0
11214,2025-01-21,2025-01-27,6,6,Standard Class,Atlas Freight Co.,2776,Corporate,Europe,Eastern Europe,Romania,Garden & Outdoor,Solar Path Lights 8-Pack,5,524.01,0.13,133.21,0
11215,2024-11-23,2024-11-27,4,4,Second Class,Pacific Crest Carriers,2616,Consumer,Pacific Asia,South Asia,Bangladesh,Automotive Parts,Ceramic Brake Pad Set,1,130.54,0.25,-22.6,0
11216,2024-08-16,2024-08-20,1,4,Same Day,SwiftShip Express,2097,Corporate,Africa,East Africa,Kenya,Footwear,Steel-Toe Work Boots,5,649.39,0.19,7.34,1
11217,2025-08-15,2025-08-19,6,4,Standard Class,Atlas Freight Co.,1466,Corporate,USCA,US Center,United States,Furniture,Walnut Bookshelf,4,2205.39,0.04,-269.69,0
11218,2025-10-25,2025-10-27,4,2,Second Class,Pacific Crest Carriers,1058,Consumer,LATAM,South America,Chile,Toys & Games,Strategy Board Game,4,239.61,0.23,48.65,0
11219,2024-10-05,2024-10-10,6,5,Standard Class,Atlas Freight Co.,3344,Corporate,Pacific Asia,Eastern Asia,China,Apparel,Performance Rain Jacket,4,350.6,0.05,13.88,0
11220,2025-05-12,2025-05-17,6,5,Standard Class,SwiftShip Express,1703,Home Office,USCA,Canada,Canada,Footwear,Court Sneakers,3,353.09,0.21,105.87,0
11221,2025-12-19,2025-12-21,1,2,Same Day,SwiftShip Express,1754,Corporate,Pacific Asia,Eastern Asia,China,Garden & Outdoor,Cordless Hedge Trimmer,4,324.11,0.0,-29.13,1
11222,2024-01-09,2024-01-14,6,5,Standard Class,Atlas Freight Co.,2702,Consumer,LATAM,Central America,Panama,Apparel,Thermal Work Gloves,2,180.23,0.06,27.31,0
11223,2024-09-23,2024-09-29,6,6,Standard Class,Atlas Freight Co.,1637,Corporate,LATAM,South America,Brazil,Apparel,Trail Running Shorts,5,394.97,0.03,-5.41,0
11224,2025-06-22,2025-06-27,6,5,Standard Class,Atlas Freight Co.,1939,Consumer,USCA,West of USA,United States,Garden & Outdoor,Solar Path Lights 8-Pack,3,365.89,0.14,44.88,0
11225,2024-12-29,2024-12-29,2,0,First Class,SwiftShip Express,2777,Consumer,Pacific Asia,Southeast Asia,Vietnam,Sporting Goods,Pro Composite Basketball,2,310.62,0.15,20.98,0
11226,2025-08-01,2025-08-05,4,4,Second Class,Pacific Crest Carriers,2488,Home Office,Africa,Southern Africa,South Africa,Apparel,Trail Running Shorts,1,93.07,0.18,21.64,0
11227,2024-12-12,2024-12-18,6,6,Standard Class,NordHaul Logistics,2641,Consumer,Europe,Eastern Europe,Romania,Furniture,Walnut Bookshelf,4,1640.77,0.07,272.53,0
11228,2024-02-17,2024-02-21,6,4,Standard Class,NordHaul Logistics,1011,Home Office,USCA,West of USA,United States,Office Supplies,Heavy-Duty Stapler,3,119.63,0.24,36.33,0
11229,2024-11-12,2024-11-19,6,7,Standard Class,Atlas Freight Co.,2128,Corporate,LATAM,Central America,Mexico,Health & Beauty,Aromatherapy Diffuser,4,156.94,0.0,16.41,1
11230,2024-10-22,2024-10-25,4,3,Second Class,SwiftShip Express,2188,Consumer,USCA,Canada,Canada,Footwear,Steel-Toe Work Boots,4,409.94,0.08,-10.68,0
11231,2025-09-09,2025-09-14,6,5,Standard Class,Atlas Freight Co.,2581,Consumer,USCA,Canada,Canada,Sporting Goods,4-Person Camping Tent,5,1030.52,0.01,224.79,0
11232,2024-04-17,2024-04-19,2,2,First Class,NordHaul Logistics,1378,Consumer,Europe,Southern Europe,Portugal,Automotive Parts,OBD-II Diagnostic Scanner,5,786.0,0.09,84.98,0
11233,2024-04-23,2024-04-27,6,4,Standard Class,Atlas Freight Co.,1398,Consumer,Europe,Eastern Europe,Czechia,Office Supplies,Laser Printer Paper 10-Ream,4,220.76,0.24,17.09,0
11234,2024-04-13,2024-04-17,6,4,Standard Class,Atlas Freight Co.,2906,Consumer,Africa,West Africa,Senegal,Footwear,Court Sneakers,1,135.58,0.08,23.65,0
11235,2025-02-18,2025-02-24,6,6,Standard Class,NordHaul Logistics,2683,Consumer,USCA,West of USA,United States,Electronics,Smart Fitness Watch,4,1256.4,0.08,-1.72,0
11236,2025-12-27,2025-12-29,4,2,Second Class,Pacific Crest Carriers,3027,Consumer,Pacific Asia,Eastern Asia,Japan,Automotive Parts,LED Headlight Kit,1,167.68,0.07,67.89,0
11237,2025-03-27,2025-04-01,6,5,Standard Class,NordHaul Logistics,1676,Home Office,Europe,Southern Europe,Italy,Toys & Games,RC Off-Road Buggy,1,70.03,0.21,20.18,0
11238,2025-08-18,2025-08-21,2,3,First Class,SwiftShip Express,3494,Home Office,Africa,East Africa,Kenya,Toys & Games,Strategy Board Game,1,54.68,0.15,9.76,1
11239,2025-09-13,2025-09-16,4,3,Second Class,Atlas Freight Co.,1682,Consumer,USCA,Canada,Canada,Office Supplies,Heavy-Duty Stapler,5,227.51,0.1,36.61,0
11240,2025-03-14,2025-03-18,6,4,Standard Class,Atlas Freight Co.,2627,Consumer,Europe,Eastern Europe,Czechia,Apparel,Performance Rain Jacket,5,344.54,0.09,43.66,0
11241,2025-03-20,2025-03-25,6,5,Standard Class,Pacific Crest Carriers,1405,Home Office,Pacific Asia,South Asia,Bangladesh,Apparel,Performance Rain Jacket,2,194.72,0.17,7.19,0
11242,2024-06-26,2024-06-30,6,4,Standard Class,Atlas Freight Co.,3296,Corporate,LATAM,Caribbean,Dominican Republic,Sporting Goods,Carbon Trekking Poles,2,460.51,0.25,92.53,0
11243,2025-12-01,2025-12-06,6,5,Standard Class,Atlas Freight Co.,1830,Corporate,USCA,US Center,United States,Electronics,Smart Fitness Watch,2,748.14,0.11,39.07,0
11244,2025-07-29,2025-07-29,1,0,Same Day,SwiftShip Express,3006,Consumer,USCA,Canada,Canada,Garden & Outdoor,Solar Path Lights 8-Pack,1,81.77,0.06,31.29,0
11245,2025-09-28,2025-10-04,2,6,First Class,SwiftShip Express,1828,Home Office,Europe,Northern Europe,Finland,Electronics,Noise-Cancelling Headphones,2,691.73,0.1,241.86,1
11246,2025-12-19,2025-12-25,6,6,Standard Class,NordHaul Logistics,2977,Home Office,Europe,Southern Europe,Portugal,Automotive Parts,All-Weather Floor Mats,5,869.92,0.04,135.09,0
11247,2024-09-11,2024-09-16,6,5,Standard Class,Atlas Freight Co.,2135,Consumer,Europe,Northern Europe,Sweden,Furniture,Walnut Bookshelf,1,400.52,0.17,107.35,0
11248,2024-04-14,2024-04-19,6,5,Standard Class,Atlas Freight Co.,1156,Consumer,LATAM,South America,Colombia,Apparel,Merino Base Layer,1,77.93,0.01,-9.41,0
11249,2025-09-19,2025-09-21,4,2,Second Class,NordHaul Logistics,1476,Consumer,Africa,East Africa,Ethiopia,Sporting Goods,Pro Composite Basketball,2,321.04,0.11,47.06,0
11250,2024-12-11,2024-12-15,1,4,Same Day,Pacific Crest Carriers,2708,Home Office,USCA,East of USA,United States,Office Supplies,Heavy-Duty Stapler,3,169.17,0.01,-27.14,1
11251,2025-11-30,2025-12-08,6,8,Standard Class,NordHaul Logistics,1482,Corporate,Europe,Southern Europe,Italy,Automotive Parts,All-Weather Floor Mats,5,794.93,0.01,108.56,1
11252,2025-05-21,2025-05-28,4,7,Second Class,Atlas Freight Co.,1688,Corporate,LATAM,Central America,Panama,Furniture,Walnut Bookshelf,4,2032.36,0.09,-17.94,1
11253,2024-07-06,2024-07-11,6,5,Standard Class,Atlas Freight Co.,2354,Home Office,LATAM,South America,Argentina,Toys & Games,Strategy Board Game,2,109.18,0.19,28.91,0
11254,2024-09-16,2024-09-19,4,3,Second Class,Pacific Crest Carriers,1632,Consumer,Pacific Asia,South Asia,India,Footwear,Trail Running Shoes,5,568.43,0.17,75.52,0
11255,2025-03-21,2025-03-23,2,2,First Class,NordHaul Logistics,1322,Consumer,LATAM,Caribbean,Dominican Republic,Garden & Outdoor,Patio Heater,3,339.31,0.22,20.45,0
11256,2024-10-14,2024-10-19,2,5,First Class,SwiftShip Express,2560,Home Office,Europe,Eastern Europe,Poland,Apparel,Thermal Work Gloves,3,200.26,0.11,12.6,1
11257,2024-07-24,2024-07-28,1,4,Same Day,NordHaul Logistics,2722,Corporate,Africa,East Africa,Kenya,Electronics,4K Action Camera,5,1862.01,0.04,-431.03,1
11258,2024-06-02,2024-06-07,6,5,Standard Class,Pacific Crest Carriers,2832,Consumer,Pacific Asia,Oceania,Australia,Footwear,Steel-Toe Work Boots,4,472.39,0.02,123.49,0
11259,2025-04-19,2025-04-21,2,2,First Class,Atlas Freight Co.,3359,Consumer,USCA,US Center,United States,Electronics,Noise-Cancelling Headphones,3,996.18,0.06,339.27,0
11260,2024-01-26,2024-02-01,4,6,Second Class,Atlas Freight Co.,1311,Consumer,LATAM,Caribbean,Cuba,Apparel,Merino Base Layer,1,85.13,0.13,20.84,1
11261,2024-03-09,2024-03-14,6,5,Standard Class,Atlas Freight Co.,2066,Consumer,Europe,Western Europe,Germany,Footwear,Steel-Toe Work Boots,2,188.74,0.07,7.64,0
11262,2024-02-01,2024-02-03,4,2,Second Class,SwiftShip Express,1584,Home Office,USCA,Canada,Canada,Footwear,Trail Running Shoes,3,359.4,0.19,-6.82,0
11263,2025-06-19,2025-06-25,6,6,Standard Class,Atlas Freight Co.,3252,Consumer,USCA,Canada,Canada,Health & Beauty,Vitamin C Serum,3,126.01,0.16,-18.66,0
11264,2024-01-22,2024-01-26,4,4,Second Class,Atlas Freight Co.,2349,Consumer,USCA,US Center,United States,Sporting Goods,Carbon Trekking Poles,3,486.17,0.11,28.24,0
11265,2024-11-02,2024-11-06,4,4,Second Class,Pacific Crest Carriers,1245,Home Office,Pacific Asia,South Asia,India,Automotive Parts,All-Weather Floor Mats,3,379.13,0.18,-94.6,0
11266,2024-03-29,2024-04-02,1,4,Same Day,SwiftShip Express,2730,Home Office,Europe,Western Europe,Netherlands,Apparel,Thermal Work Gloves,2,153.49,0.12,-34.07,1
11267,2025-03-04,2025-03-10,6,6,Standard Class,Pacific Crest Carriers,1107,Consumer,Pacific Asia,Oceania,Australia,Garden & Outdoor,Cordless Hedge Trimmer,1,120.17,0.01,33.01,0
11268,2024-01-26,2024-02-02,4,7,Second Class,Atlas Freight Co.,1685,Consumer,LATAM,Caribbean,Jamaica,Apparel,Merino Base Layer,5,421.62,0.18,158.64,1
11269,2024-01-19,2024-01-25,6,6,Standard Class,Atlas Freight Co.,2803,Corporate,LATAM,Central America,Costa Rica,Sporting Goods,4-Person Camping Tent,1,198.29,0.17,4.05,0
11270,2024-10-27,2024-11-01,6,5,Standard Class,Atlas Freight Co.,2265,Corporate,Pacific Asia,South Asia,India,Footwear,Court Sneakers,4,566.85,0.13,110.76,0
11271,2025-05-22,2025-05-24,1,2,Same Day,SwiftShip Express,2902,Home Office,LATAM,South America,Chile,Toys & Games,RC Off-Road Buggy,4,240.35,0.04,9.86,1
11272,2024-03-21,2024-03-27,6,6,Standard Class,NordHaul Logistics,2427,Consumer,Europe,Southern Europe,Italy,Apparel,Trail Running Shorts,3,193.89,0.13,59.8,0
11273,2024-12-28,2024-12-30,2,2,First Class,NordHaul Logistics,3107,Home Office,LATAM,South America,Chile,Electronics,Smart Fitness Watch,4,1569.98,0.07,245.48,0
11274,2025-08-14,2025-08-18,4,4,Second Class,NordHaul Logistics,2406,Home Office,Europe,Southern Europe,Greece,Garden & Outdoor,Solar Path Lights 8-Pack,1,121.65,0.24,26.6,0
11275,2025-04-01,2025-04-06,6,5,Standard Class,Atlas Freight Co.,1142,Home Office,USCA,East of USA,United States,Sporting Goods,Insulated Hydration Pack,2,463.21,0.12,-79.08,0
11276,2025-07-01,2025-07-04,1,3,Same Day,SwiftShip Express,1178,Home Office,Africa,West Africa,Senegal,Health & Beauty,Vitamin C Serum,4,143.65,0.2,15.09,1
11277,2024-08-18,2024-08-23,6,5,Standard Class,Atlas Freight Co.,2942,Consumer,LATAM,Central America,Panama,Toys & Games,Building Blocks Mega Set,3,180.59,0.14,6.45,0
11278,2025-11-18,2025-11-23,6,5,Standard Class,Atlas Freight Co.,1096,Consumer,Europe,Western Europe,Germany,Apparel,Merino Base Layer,3,232.4,0.21,78.85,0
11279,2024-04-16,2024-04-19,4,3,Second Class,Atlas Freight Co.,1941,Home Office,USCA,Canada,Canada,Automotive Parts,OBD-II Diagnostic Scanner,2,293.57,0.12,9.59,0
11280,2025-03-17,2025-03-21,1,4,Same Day,NordHaul Logistics,1040,Consumer,LATAM,Central America,Guatemala,Health & Beauty,Electric Toothbrush,4,151.17,0.14,12.12,1
11281,2024-11-13,2024-11-18,6,5,Standard Class,Pacific Crest Carriers,1758,Consumer,USCA,East of USA,United States,Garden & Outdoor,Patio Heater,1,81.94,0.12,-14.55,0
11282,2024-01-24,2024-01-28,4,4,Second Class,NordHaul Logistics,2487,Consumer,LATAM,Caribbean,Cuba,Automotive Parts,Ceramic Brake Pad Set,4,526.69,0.24,76.11,0
11283,2025-11-20,2025-11-26,2,6,First Class,SwiftShip Express,1432,Corporate,Pacific Asia,Oceania,New Zealand,Toys & Games,Strategy Board Game,5,244.66,0.03,33.39,1
11284,2025-05-27,2025-05-30,4,3,Second Class,NordHaul Logistics,2165,Home Office,Europe,Western Europe,France,Health & Beauty,Electric Toothbrush,5,203.04,0.09,14.96,0
11285,2024-06-15,2024-06-19,1,4,Same Day,SwiftShip Express,3490,Home Office,USCA,West of USA,United States,Automotive Parts,Ceramic Brake Pad Set,3,391.52,0.14,126.8,1
11286,2024-02-08,2024-02-12,6,4,Standard Class,Atlas Freight Co.,1176,Consumer,Pacific Asia,Southeast Asia,Malaysia,Health & Beauty,Aromatherapy Diffuser,3,122.63,0.02,15.11,0
11287,2025-05-08,2025-05-11,4,3,Second Class,Pacific Crest Carriers,1159,Corporate,LATAM,South America,Brazil,Toys & Games,1000-Piece Jigsaw Puzzle,1,51.7,0.21,1.0,0
11288,2025-02-01,2025-02-04,4,3,Second Class,Pacific Crest Carriers,1678,Consumer,Europe,Northern Europe,Denmark,Health & Beauty,Vitamin C Serum,5,219.78,0.22,-1.78,0
11289,2024-02-06,2024-02-11,6,5,Standard Class,Pacific Crest Carriers,3067,Home Office,Pacific Asia,Southeast Asia,Malaysia,Apparel,Thermal Work Gloves,4,379.08,0.05,90.93,0
11290,2025-12-20,2025-12-24,6,4,Standard Class,Atlas Freight Co.,2014,Consumer,Africa,West Africa,Ghana,Sporting Goods,4-Person Camping Tent,2,400.49,0.24,-55.81,0
11291,2025-06-08,2025-06-16,6,8,Standard Class,Atlas Freight Co.,2598,Corporate,Pacific Asia,South Asia,Pakistan,Toys & Games,Building Blocks Mega Set,2,98.64,0.15,1.37,1
11292,2024-12-03,2024-12-08,6,5,Standard Class,NordHaul Logistics,1084,Consumer,LATAM,South America,Chile,Automotive Parts,Ceramic Brake Pad Set,4,515.74,0.15,51.43,0
11293,2024-06-23,2024-06-23,2,0,First Class,Pacific Crest Carriers,2837,Consumer,Pacific Asia,South Asia,India,Footwear,Court Sneakers,2,267.99,0.09,14.56,0
11294,2024-07-16,2024-07-18,4,2,Second Class,NordHaul Logistics,1168,Consumer,Europe,Eastern Europe,Poland,Furniture,Walnut Bookshelf,2,933.52,0.14,101.06,0
11295,2024-11-25,2024-12-01,6,6,Standard Class,NordHaul Logistics,2779,Consumer,USCA,Canada,Canada,Toys & Games,Building Blocks Mega Set,4,254.46,0.06,76.59,0
11296,2024-02-11,2024-02-15,1,4,Same Day,SwiftShip Express,1369,Home Office,USCA,US Center,United States,Office Supplies,Heavy-Duty Stapler,5,259.77,0.01,19.93,1
